transcript_id	gene_id	transcript_name	gene_name	gene_biotype
FBtr0070848	FBgn0046687	Tre1-RA	Tre1	protein_coding
FBtr0308339	FBgn0046687	Tre1-RB	Tre1	protein_coding
FBtr0340222	FBgn0046687	Tre1-RC	Tre1	protein_coding
FBtr0070802	FBgn0003747	Gr5a-RA	Gr5a	protein_coding
FBtr0343929	FBgn0266263	FBtr0343929	CR44958	ncRNA
FBtr0300221	FBgn0259926	CG42449-RA	CG42449	protein_coding
FBtr0300222	FBgn0259926	CG42449-RB	CG42449	protein_coding
FBtr0070847	FBgn0029789	PGAP1-RA	PGAP1	protein_coding
FBtr0346064	FBgn0267081	FBtr0346064	CR45525	ncRNA
FBtr0340465	FBgn0000394	cv-RC	cv	protein_coding
FBtr0070804	FBgn0000394	cv-RA	cv	protein_coding
FBtr0340464	FBgn0000394	cv-RB	cv	protein_coding
FBtr0070846	FBgn0027564	CG3149-RA	CG3149	protein_coding
FBtr0344580	FBgn0261927	FBtr0344580	CR42794	ncRNA
FBtr0301083	FBgn0029791	CG4096-RB	CG4096	protein_coding
FBtr0301084	FBgn0029791	CG4096-RC	CG4096	protein_coding
FBtr0070845	FBgn0053080	CG33080-RB	CG33080	protein_coding
FBtr0342971	FBgn0053080	CG33080-RC	CG33080	protein_coding
FBtr0342972	FBgn0053080	CG33080-RD	CG33080	protein_coding
FBtr0070844	FBgn0053080	CG33080-RA	CG33080	protein_coding
FBtr0340670	FBgn0052758	CG32758-RD	CG32758	protein_coding
FBtr0339525	FBgn0052758	CG32758-RC	CG32758	protein_coding
FBtr0070843	FBgn0052758	CG32758-RA	CG32758	protein_coding
FBtr0308572	FBgn0029795	CG15773-RB	CG15773	protein_coding
FBtr0070806	FBgn0029795	CG15773-RA	CG15773	protein_coding
FBtr0070842	FBgn0261383	IntS6-RB	IntS6	protein_coding
FBtr0332399	FBgn0261383	IntS6-RC	IntS6	protein_coding
FBtr0332400	FBgn0261383	IntS6-RD	IntS6	protein_coding
FBtr0332401	FBgn0261383	IntS6-RE	IntS6	protein_coding
FBtr0070841	FBgn0261383	IntS6-RA	IntS6	protein_coding
FBtr0070807	FBgn0029798	CG4078-RA	CG4078	protein_coding
FBtr0332398	FBgn0029798	CG4078-RB	CG4078	protein_coding
FBtr0339743	FBgn0029799	CG15772-RB	CG15772	protein_coding
FBtr0070808	FBgn0029799	CG15772-RA	CG15772	protein_coding
FBtr0339744	FBgn0029800	lin-52-RB	lin-52	protein_coding
FBtr0070840	FBgn0029800	lin-52-RA	lin-52	protein_coding
FBtr0346080	FBgn0267084	FBtr0346080	CR45528	ncRNA
FBtr0345789	FBgn0029801	CG15771-RD	CG15771	protein_coding
FBtr0070809	FBgn0029801	CG15771-RA	CG15771	protein_coding
FBtr0303290	FBgn0029801	CG15771-RC	CG15771	protein_coding
FBtr0308577	FBgn0013987	MAPk-Ak2-RF	MAPk-Ak2	protein_coding
FBtr0302940	FBgn0013987	MAPk-Ak2-RE	MAPk-Ak2	protein_coding
FBtr0070839	FBgn0013987	MAPk-Ak2-RD	MAPk-Ak2	protein_coding
FBtr0070837	FBgn0013987	MAPk-Ak2-RB	MAPk-Ak2	protein_coding
FBtr0302921	FBgn0261610	CG42699-RC	CG42699	protein_coding
FBtr0070836	FBgn0029804	CG3097-RA	CG3097	protein_coding
FBtr0307205	FBgn0259149	CG42264-RB	CG42264	protein_coding
FBtr0299596	FBgn0259149	CG42264-RA	CG42264	protein_coding
FBtr0070833	FBgn0029807	CG3108-RA	CG3108	protein_coding
FBtr0070813	FBgn0029809	CG15767-RA	CG15767	protein_coding
FBtr0309657	FBgn0263545	FBtr0309657	mir-4963	pre_miRNA
FBtr0343541	FBgn0266095	FBtr0343541	CR44832	ncRNA
FBtr0070814	FBgn0029810	CG12239-RA	CG12239	protein_coding
FBtr0070815	FBgn0029811	Cpr5C-RA	Cpr5C	protein_coding
FBtr0070816	FBgn0029812	Prosbeta2R1-RA	Prosbeta2R1	protein_coding
FBtr0346081	FBgn0267085	FBtr0346081	CR45529	ncRNA
FBtr0339704	FBgn0265417	CG44329-RA	CG44329	protein_coding
FBtr0070832	FBgn0029813	CG15766-RA	CG15766	protein_coding
FBtr0070817	FBgn0029814	CG15765-RA	CG15765	protein_coding
FBtr0332935	FBgn0029814	CG15765-RB	CG15765	protein_coding
FBtr0306548	FBgn0262945	FBtr0306548	CR43264	ncRNA
FBtr0070818	FBgn0052761	FBtr0070818	tRNA:Glu-CTC-6-1Psi	pseudogene
FBtr0070819	FBgn0029816	CG12729-RA	CG12729	protein_coding
FBtr0305284	FBgn0262610	CG43136-RA	CG43136	protein_coding
FBtr0305285	FBgn0262611	CG43137-RA	CG43137	protein_coding
FBtr0070820	FBgn0029817	CG15764-RA	CG15764	protein_coding
FBtr0343536	FBgn0029817	CG15764-RB	CG15764	protein_coding
FBtr0070830	FBgn0029818	GAA1-RA	GAA1	protein_coding
FBtr0070829	FBgn0014340	mof-RA	mof	protein_coding
FBtr0070828	FBgn0029819	Usp30-RA	Usp30	protein_coding
FBtr0343537	FBgn0029819	Usp30-RB	Usp30	protein_coding
FBtr0070821	FBgn0029820	CG16721-RA	CG16721	protein_coding
FBtr0339948	FBgn0029820	CG16721-RB	CG16721	protein_coding
FBtr0345313	FBgn0029820	CG16721-RC	CG16721	protein_coding
FBtr0346401	FBgn0267228	FBtr0346401	CR45668	ncRNA
FBtr0070822	FBgn0000042	Act5C-RA	Act5C	protein_coding
FBtr0100663	FBgn0000042	Act5C-RD	Act5C	protein_coding
FBtr0100662	FBgn0000042	Act5C-RC	Act5C	protein_coding
FBtr0345894	FBgn0000042	Act5C-RE	Act5C	protein_coding
FBtr0070823	FBgn0000042	Act5C-RB	Act5C	protein_coding
FBtr0333800	FBgn0029821	CG4020-RB	CG4020	protein_coding
FBtr0070824	FBgn0029821	CG4020-RA	CG4020	protein_coding
FBtr0070826	FBgn0029822	CG12236-RB	CG12236	protein_coding
FBtr0070825	FBgn0029822	CG12236-RA	CG12236	protein_coding
FBtr0070827	FBgn0029823	Shmt-RA	Shmt	protein_coding
FBtr0290235	FBgn0029823	Shmt-RB	Shmt	protein_coding
FBtr0345317	FBgn0029823	Shmt-RC	Shmt	protein_coding
FBtr0335050	FBgn0264939	FBtr0335050	CR44108	ncRNA
FBtr0343051	FBgn0029824	CG3726-RB	CG3726	protein_coding
FBtr0070858	FBgn0029824	CG3726-RA	CG3726	protein_coding
FBtr0343052	FBgn0029825	CG12728-RB	CG12728	protein_coding
FBtr0070859	FBgn0029825	CG12728-RA	CG12728	protein_coding
FBtr0070860	FBgn0052756	CG32756-RA	CG32756	protein_coding
FBtr0343295	FBgn0052756	CG32756-RB	CG32756	protein_coding
FBtr0070861	FBgn0029826	CG6041-RA	CG6041	protein_coding
FBtr0070862	FBgn0052755	CG32755-RA	CG32755	protein_coding
FBtr0070863	FBgn0029827	CG6048-RA	CG6048	protein_coding
FBtr0070864	FBgn0029828	CG6067-RA	CG6067	protein_coding
FBtr0070892	FBgn0005390	fs(1)M3-RA	fs(1)M3	protein_coding
FBtr0070865	FBgn0029830	Grip-RA	Grip	protein_coding
FBtr0343413	FBgn0029830	Grip-RB	Grip	protein_coding
FBtr0343414	FBgn0029830	Grip-RC	Grip	protein_coding
FBtr0070866	FBgn0029831	CG5966-RA	CG5966	protein_coding
FBtr0343294	FBgn0029831	CG5966-RB	CG5966	protein_coding
FBtr0070891	FBgn0027546	CG4766-RA	CG4766	protein_coding
FBtr0340603	FBgn0265691	FBtr0340603	CR44498	ncRNA
FBtr0070890	FBgn0029003	mab-21-RA	mab-21	protein_coding
FBtr0340604	FBgn0265692	FBtr0340604	CR44499	ncRNA
FBtr0307288	FBgn0003302	rux-RB	rux	protein_coding
FBtr0070889	FBgn0003302	rux-RA	rux	protein_coding
FBtr0070867	FBgn0029833	MCTS1-RA	MCTS1	protein_coding
FBtr0305344	FBgn0029833	MCTS1-RB	MCTS1	protein_coding
FBtr0305346	FBgn0029834	CG5937-RD	CG5937	protein_coding
FBtr0305345	FBgn0029834	CG5937-RC	CG5937	protein_coding
FBtr0336972	FBgn0029835	CG5921-RE	CG5921	protein_coding
FBtr0305343	FBgn0029835	CG5921-RD	CG5921	protein_coding
FBtr0305342	FBgn0029835	CG5921-RC	CG5921	protein_coding
FBtr0304946	FBgn0262575	CG43115-RA	CG43115	protein_coding
FBtr0100295	FBgn0029836	CG5928-RB	CG5928	protein_coding
FBtr0308190	FBgn0029836	CG5928-RC	CG5928	protein_coding
FBtr0070871	FBgn0029836	CG5928-RA	CG5928	protein_coding
FBtr0114466	FBgn0029837	Tsp5D-RB	Tsp5D	protein_coding
FBtr0331169	FBgn0029837	Tsp5D-RC	Tsp5D	protein_coding
FBtr0070888	FBgn0029837	Tsp5D-RA	Tsp5D	protein_coding
FBtr0070887	FBgn0029838	CG4666-RA	CG4666	protein_coding
FBtr0345900	FBgn0029838	CG4666-RB	CG4666	protein_coding
FBtr0070886	FBgn0029839	CG4660-RA	CG4660	protein_coding
FBtr0345895	FBgn0029840	raptor-RC	raptor	protein_coding
FBtr0332964	FBgn0029840	raptor-RB	raptor	protein_coding
FBtr0070884	FBgn0026060	Mipp2-RA	Mipp2	protein_coding
FBtr0343931	FBgn0266264	FBtr0343931	CR44959	ncRNA
FBtr0343930	FBgn0029843	Nep1-RD	Nep1	protein_coding
FBtr0070872	FBgn0029843	Nep1-RB	Nep1	protein_coding
FBtr0070873	FBgn0029843	Nep1-RA	Nep1	protein_coding
FBtr0340032	FBgn0029843	Nep1-RC	Nep1	protein_coding
FBtr0334984	FBgn0264386	Ca-alpha1T-RF	Ca-alpha1T	protein_coding
FBtr0112953	FBgn0264386	Ca-alpha1T-RC	Ca-alpha1T	protein_coding
FBtr0304609	FBgn0264386	Ca-alpha1T-RD	Ca-alpha1T	protein_coding
FBtr0089393	FBgn0264386	Ca-alpha1T-RB	Ca-alpha1T	protein_coding
FBtr0304610	FBgn0264386	Ca-alpha1T-RE	Ca-alpha1T	protein_coding
FBtr0070881	FBgn0052750	CG32750-RA	CG32750	protein_coding
FBtr0340669	FBgn0052751	CG32751-RB	CG32751	protein_coding
FBtr0070880	FBgn0052751	CG32751-RA	CG32751	protein_coding
FBtr0304876	FBgn0262536	CG43090-RA	CG43090	protein_coding
FBtr0070879	FBgn0040069	vanin-like-RA	vanin-like	protein_coding
FBtr0070878	FBgn0029848	Btnd-RA	Btnd	protein_coding
FBtr0070874	FBgn0029849	Efr-RA	Efr	protein_coding
FBtr0070875	FBgn0029849	Efr-RB	Efr	protein_coding
FBtr0339503	FBgn0003514	sqh-RC	sqh	protein_coding
FBtr0345294	FBgn0003514	sqh-RE	sqh	protein_coding
FBtr0070877	FBgn0003514	sqh-RA	sqh	protein_coding
FBtr0339504	FBgn0003514	sqh-RD	sqh	protein_coding
FBtr0339502	FBgn0003514	sqh-RB	sqh	protein_coding
FBtr0307165	FBgn0262730	dtn-RC	dtn	protein_coding
FBtr0339697	FBgn0262730	dtn-RE	dtn	protein_coding
FBtr0339696	FBgn0262730	dtn-RD	dtn	protein_coding
FBtr0307164	FBgn0262730	dtn-RB	dtn	protein_coding
FBtr0339496	FBgn0029851	CG14445-RD	CG14445	protein_coding
FBtr0070893	FBgn0029851	CG14445-RA	CG14445	protein_coding
FBtr0112954	FBgn0029851	CG14445-RB	CG14445	protein_coding
FBtr0339495	FBgn0029851	CG14445-RC	CG14445	protein_coding
FBtr0303341	FBgn0023458	Rbcn-3A-RB	Rbcn-3A	protein_coding
FBtr0070894	FBgn0015818	Spx-RA	Spx	protein_coding
FBtr0070937	FBgn0040918	schlank-RA	schlank	protein_coding
FBtr0070938	FBgn0040918	schlank-RB	schlank	protein_coding
FBtr0070895	FBgn0029853	CG3781-RA	CG3781	protein_coding
FBtr0340027	FBgn0028982	Spt6-RB	Spt6	protein_coding
FBtr0070896	FBgn0028982	Spt6-RA	Spt6	protein_coding
FBtr0089870	FBgn0029854	CG3566-RB	CG3566	protein_coding
FBtr0089869	FBgn0029854	CG3566-RC	CG3566	protein_coding
FBtr0305177	FBgn0029854	CG3566-RD	CG3566	protein_coding
FBtr0345892	FBgn0086558	Ubi-p5E-RB	Ubi-p5E	protein_coding
FBtr0070933	FBgn0086558	Ubi-p5E-RA	Ubi-p5E	protein_coding
FBtr0346084	FBgn0267086	FBtr0346084	CR45530	ncRNA
FBtr0070932	FBgn0052745	FBtr0070932	CR32745	pseudogene
FBtr0333520	FBgn0029856	CG11700-RB	CG11700	protein_coding
FBtr0340028	FBgn0026015	Top3beta-RB	Top3beta	protein_coding
FBtr0070930	FBgn0026015	Top3beta-RA	Top3beta	protein_coding
FBtr0070897	FBgn0029857	wuho-RA	wuho	protein_coding
FBtr0305495	FBgn0028685	Rpt4-RB	Rpt4	protein_coding
FBtr0070898	FBgn0029858	mldr-RA	mldr	protein_coding
FBtr0305494	FBgn0029858	mldr-RB	mldr	protein_coding
FBtr0070926	FBgn0029859	CG15892-RA	CG15892	protein_coding
FBtr0100319	FBgn0029860	CG15891-RA	CG15891	protein_coding
FBtr0346642	FBgn0029860	CG15891-RD	CG15891	protein_coding
FBtr0070899	FBgn0029861	CG3815-RA	CG3815	protein_coding
FBtr0070925	FBgn0043796	CG12219-RA	CG12219	protein_coding
FBtr0070900	FBgn0029863	CG3823-RA	CG3823	protein_coding
FBtr0112955	FBgn0029864	CG15894-RB	CG15894	protein_coding
FBtr0070901	FBgn0029864	CG15894-RA	CG15894	protein_coding
FBtr0339770	FBgn0029864	CG15894-RC	CG15894	protein_coding
FBtr0339771	FBgn0029864	CG15894-RD	CG15894	protein_coding
FBtr0290308	FBgn0250869	CG42240-RA	CG42240	protein_coding
FBtr0330208	FBgn0250869	CG42240-RB	CG42240	protein_coding
FBtr0339775	FBgn0250869	CG42240-RC	CG42240	protein_coding
FBtr0331395	FBgn0029866	CG3842-RD	CG3842	protein_coding
FBtr0331394	FBgn0029866	CG3842-RC	CG3842	protein_coding
FBtr0070903	FBgn0029866	CG3842-RA	CG3842	protein_coding
FBtr0070904	FBgn0029866	CG3842-RB	CG3842	protein_coding
FBtr0070905	FBgn0029867	CG3847-RA	CG3847	protein_coding
FBtr0347282	FBgn0029868	ND-B16.6-RC	ND-B16.6	protein_coding
FBtr0070924	FBgn0029868	ND-B16.6-RA	ND-B16.6	protein_coding
FBtr0340026	FBgn0029868	ND-B16.6-RB	ND-B16.6	protein_coding
FBtr0070906	FBgn0261955	kdn-RB	kdn	protein_coding
FBtr0070907	FBgn0261955	kdn-RA	kdn	protein_coding
FBtr0070923	FBgn0016974	FBtr0070923	swaPsi	pseudogene
FBtr0334014	FBgn0016974	FBtr0334014	swaPsi	pseudogene
FBtr0070922	FBgn0003655	swa-RA	swa	protein_coding
FBtr0343373	FBgn0029870	Marf-RD	Marf	protein_coding
FBtr0070909	FBgn0029870	Marf-RB	Marf	protein_coding
FBtr0070910	FBgn0029870	Marf-RC	Marf	protein_coding
FBtr0343374	FBgn0266051	FBtr0343374	CR44816	ncRNA
FBtr0331432	FBgn0003139	PpV-RD	PpV	protein_coding
FBtr0070921	FBgn0003139	PpV-RA	PpV	protein_coding
FBtr0331430	FBgn0003139	PpV-RB	PpV	protein_coding
FBtr0331431	FBgn0003139	PpV-RC	PpV	protein_coding
FBtr0302417	FBgn0053664	CG33664-RB	CG33664	protein_coding
FBtr0302419	FBgn0053669	CG33669-RC	CG33669	protein_coding
FBtr0302418	FBgn0053668	CG33668-RB	CG33668	protein_coding
FBtr0332386	FBgn0259242	CG42340-RD	CG42340	protein_coding
FBtr0299863	FBgn0259242	CG42340-RC	CG42340	protein_coding
FBtr0331297	FBgn0259242	CG42340-RB	CG42340	protein_coding
FBtr0302416	FBgn0053667	CG33667-RB	CG33667	protein_coding
FBtr0302415	FBgn0053666	CG33666-RB	CG33666	protein_coding
FBtr0302414	FBgn0053665	CG33665-RB	CG33665	protein_coding
FBtr0070911	FBgn0052748	FBtr0070911	tRNA:Phe-GAA-1-1	tRNA
FBtr0070912	FBgn0029873	CG3918-RA	CG3918	protein_coding
FBtr0070918	FBgn0029874	CG3342-RA	CG3342	protein_coding
FBtr0070913	FBgn0014031	Spat-RA	Spat	protein_coding
FBtr0343329	FBgn0014026	RpL7A-RF	RpL7A	protein_coding
FBtr0070915	FBgn0014026	RpL7A-RA	RpL7A	protein_coding
FBtr0070916	FBgn0014026	RpL7A-RD	RpL7A	protein_coding
FBtr0345293	FBgn0014026	RpL7A-RG	RpL7A	protein_coding
FBtr0343328	FBgn0014026	RpL7A-RE	RpL7A	protein_coding
FBtr0091642	FBgn0065071	FBtr0091642	snoRNA:Or-CD10	snoRNA
FBtr0070914	FBgn0000524	dx-RA	dx	protein_coding
FBtr0112706	FBgn0085446	CG34417-RF	CG34417	protein_coding
FBtr0336672	FBgn0085446	CG34417-RQ	CG34417	protein_coding
FBtr0303206	FBgn0085446	CG34417-RL	CG34417	protein_coding
FBtr0336675	FBgn0085446	CG34417-RT	CG34417	protein_coding
FBtr0301323	FBgn0085446	CG34417-RI	CG34417	protein_coding
FBtr0112707	FBgn0085446	CG34417-RH	CG34417	protein_coding
FBtr0112703	FBgn0085446	CG34417-RC	CG34417	protein_coding
FBtr0336676	FBgn0085446	CG34417-RU	CG34417	protein_coding
FBtr0336677	FBgn0085446	CG34417-RV	CG34417	protein_coding
FBtr0336673	FBgn0085446	CG34417-RR	CG34417	protein_coding
FBtr0112704	FBgn0085446	CG34417-RD	CG34417	protein_coding
FBtr0336674	FBgn0085446	CG34417-RS	CG34417	protein_coding
FBtr0301324	FBgn0085446	CG34417-RJ	CG34417	protein_coding
FBtr0345070	FBgn0085446	CG34417-RY	CG34417	protein_coding
FBtr0345068	FBgn0085446	CG34417-RW	CG34417	protein_coding
FBtr0345069	FBgn0085446	CG34417-RX	CG34417	protein_coding
FBtr0336671	FBgn0085446	CG34417-RP	CG34417	protein_coding
FBtr0336669	FBgn0085446	CG34417-RM	CG34417	protein_coding
FBtr0336670	FBgn0085446	CG34417-RO	CG34417	protein_coding
FBtr0303205	FBgn0085446	CG34417-RK	CG34417	protein_coding
FBtr0308093	FBgn0085446	CG34417-RN	CG34417	protein_coding
FBtr0070944	FBgn0029877	CG17717-RA	CG17717	protein_coding
FBtr0070943	FBgn0029877	CG17717-RB	CG17717	protein_coding
FBtr0070945	FBgn0029878	Pat1-RA	Pat1	protein_coding
FBtr0331600	FBgn0029878	Pat1-RC	Pat1	protein_coding
FBtr0331599	FBgn0029878	Pat1-RB	Pat1	protein_coding
FBtr0332275	FBgn0264380	FBtr0332275	CR43832	ncRNA
FBtr0070946	FBgn0029879	APC7-RA	APC7	protein_coding
FBtr0070947	FBgn0029879	APC7-RB	APC7	protein_coding
FBtr0343375	FBgn0029881	pigs-RC	pigs	protein_coding
FBtr0070948	FBgn0029881	pigs-RA	pigs	protein_coding
FBtr0308653	FBgn0029881	pigs-RB	pigs	protein_coding
FBtr0308654	FBgn0029880	CG14443-RB	CG14443	protein_coding
FBtr0343376	FBgn0266052	FBtr0343376	CR44817	ncRNA
FBtr0070993	FBgn0029882	CG3226-RA	CG3226	protein_coding
FBtr0070950	FBgn0028360	Cdc7-RA	Cdc7	protein_coding
FBtr0343377	FBgn0028360	Cdc7-RB	Cdc7	protein_coding
FBtr0070992	FBgn0029885	CG3224-RA	CG3224	protein_coding
FBtr0070951	FBgn0062413	Ctr1A-RA	Ctr1A	protein_coding
FBtr0308593	FBgn0062413	Ctr1A-RC	Ctr1A	protein_coding
FBtr0308592	FBgn0062413	Ctr1A-RB	Ctr1A	protein_coding
FBtr0308594	FBgn0062413	Ctr1A-RD	Ctr1A	protein_coding
FBtr0070991	FBgn0029887	CG3198-RA	CG3198	protein_coding
FBtr0070952	FBgn0025815	Mcm6-RA	Mcm6	protein_coding
FBtr0070990	FBgn0029888	ND-ASHI-RA	ND-ASHI	protein_coding
FBtr0100409	FBgn0029888	ND-ASHI-RB	ND-ASHI	protein_coding
FBtr0343330	FBgn0029888	ND-ASHI-RC	ND-ASHI	protein_coding
FBtr0070953	FBgn0028336	l(1)G0255-RA	l(1)G0255	protein_coding
FBtr0070954	FBgn0028336	l(1)G0255-RB	l(1)G0255	protein_coding
FBtr0070955	FBgn0029890	CG4095-RA	CG4095	protein_coding
FBtr0100420	FBgn0029891	Pink1-RH	Pink1	protein_coding
FBtr0100414	FBgn0029891	Pink1-RD	Pink1	protein_coding
FBtr0070957	FBgn0029891	Pink1-RB	Pink1	protein_coding
FBtr0100419	FBgn0029891	Pink1-RG	Pink1	protein_coding
FBtr0100415	FBgn0029891	Pink1-RE	Pink1	protein_coding
FBtr0070956	FBgn0029891	Pink1-RA	Pink1	protein_coding
FBtr0100413	FBgn0029891	Pink1-RC	Pink1	protein_coding
FBtr0100416	FBgn0029891	Pink1-RF	Pink1	protein_coding
FBtr0345295	FBgn0029891	Pink1-RI	Pink1	protein_coding
FBtr0339490	FBgn0265362	CG44303-RA	CG44303	protein_coding
FBtr0070989	FBgn0029892	CG3184-RA	CG3184	protein_coding
FBtr0070988	FBgn0029893	CG14442-RA	CG14442	protein_coding
FBtr0339493	FBgn0029893	CG14442-RE	CG14442	protein_coding
FBtr0300772	FBgn0029893	CG14442-RB	CG14442	protein_coding
FBtr0339491	FBgn0029893	CG14442-RC	CG14442	protein_coding
FBtr0339492	FBgn0029893	CG14442-RD	CG14442	protein_coding
FBtr0070987	FBgn0029894	CG14440-RA	CG14440	protein_coding
FBtr0310419	FBgn0029894	CG14440-RB	CG14440	protein_coding
FBtr0332893	FBgn0029895	CG14441-RC	CG14441	protein_coding
FBtr0332894	FBgn0029895	CG14441-RD	CG14441	protein_coding
FBtr0070959	FBgn0029895	CG14441-RA	CG14441	protein_coding
FBtr0332892	FBgn0029895	CG14441-RB	CG14441	protein_coding
FBtr0340268	FBgn0029896	CG3168-RG	CG3168	protein_coding
FBtr0340267	FBgn0029896	CG3168-RF	CG3168	protein_coding
FBtr0070985	FBgn0029896	CG3168-RA	CG3168	protein_coding
FBtr0070986	FBgn0029896	CG3168-RB	CG3168	protein_coding
FBtr0340266	FBgn0029896	CG3168-RE	CG3168	protein_coding
FBtr0340265	FBgn0029896	CG3168-RD	CG3168	protein_coding
FBtr0070984	FBgn0029896	CG3168-RC	CG3168	protein_coding
FBtr0309201	FBgn0263415	FBtr0309201	CR43461	ncRNA
FBtr0345292	FBgn0029897	RpL17-RE	RpL17	protein_coding
FBtr0070983	FBgn0029897	RpL17-RA	RpL17	protein_coding
FBtr0070982	FBgn0029897	RpL17-RD	RpL17	protein_coding
FBtr0070981	FBgn0029897	RpL17-RC	RpL17	protein_coding
FBtr0070980	FBgn0029897	RpL17-RB	RpL17	protein_coding
FBtr0091803	FBgn0086602	FBtr0091803	snoRNA:Psi28S-3436b	snoRNA
FBtr0091752	FBgn0086668	FBtr0091752	snoRNA:Psi28S-3436a	snoRNA
FBtr0113560	FBgn0083013	FBtr0113560	snoRNA:Psi28S-1060	snoRNA
FBtr0113561	FBgn0082997	FBtr0113561	snoRNA:Psi28S-1232	snoRNA
FBtr0070979	FBgn0052740	FBtr0070979	tRNA:Phe-GAA-1-2	tRNA
FBtr0343797	FBgn0266200	FBtr0343797	CR44895	ncRNA
FBtr0343978	FBgn0266279	FBtr0343978	CR44964	ncRNA
FBtr0070960	FBgn0029898	CG14439-RA	CG14439	protein_coding
FBtr0302357	FBgn0029898	CG14439-RC	CG14439	protein_coding
FBtr0302356	FBgn0029898	CG14439-RB	CG14439	protein_coding
FBtr0070961	FBgn0029899	CG14438-RA	CG14438	protein_coding
FBtr0070962	FBgn0029899	CG14438-RB	CG14438	protein_coding
FBtr0339464	FBgn0029899	CG14438-RC	CG14438	protein_coding
FBtr0309527	FBgn0263507	FBtr0309527	CR43496	ncRNA
FBtr0309528	FBgn0263507	FBtr0309528	CR43496	ncRNA
FBtr0070963	FBgn0029502	COQ7-RA	COQ7	protein_coding
FBtr0340089	FBgn0003390	shf-RC	shf	protein_coding
FBtr0340088	FBgn0003390	shf-RB	shf	protein_coding
FBtr0070978	FBgn0003390	shf-RA	shf	protein_coding
FBtr0340090	FBgn0003390	shf-RD	shf	protein_coding
FBtr0340087	FBgn0259228	C3G-RL	C3G	protein_coding
FBtr0299791	FBgn0259228	C3G-RC	C3G	protein_coding
FBtr0299793	FBgn0259228	C3G-RE	C3G	protein_coding
FBtr0334968	FBgn0259228	C3G-RJ	C3G	protein_coding
FBtr0334969	FBgn0259228	C3G-RK	C3G	protein_coding
FBtr0299795	FBgn0259228	C3G-RG	C3G	protein_coding
FBtr0300526	FBgn0259228	C3G-RH	C3G	protein_coding
FBtr0299794	FBgn0259228	C3G-RF	C3G	protein_coding
FBtr0334967	FBgn0259228	C3G-RI	C3G	protein_coding
FBtr0299792	FBgn0259228	C3G-RD	C3G	protein_coding
FBtr0308228	FBgn0029903	pod1-RG	pod1	protein_coding
FBtr0070964	FBgn0029903	pod1-RA	pod1	protein_coding
FBtr0112956	FBgn0029903	pod1-RF	pod1	protein_coding
FBtr0070965	FBgn0029903	pod1-RB	pod1	protein_coding
FBtr0070966	FBgn0029903	pod1-RC	pod1	protein_coding
FBtr0070967	FBgn0029903	pod1-RD	pod1	protein_coding
FBtr0070968	FBgn0029903	pod1-RE	pod1	protein_coding
FBtr0070969	FBgn0086693	iav-RA	iav	protein_coding
FBtr0070974	FBgn0029905	Nf-YC-RA	Nf-YC	protein_coding
FBtr0070970	FBgn0029906	xit-RA	xit	protein_coding
FBtr0299814	FBgn0029907	Atx-1-RB	Atx-1	protein_coding
FBtr0070972	FBgn0263968	nonC-RA	nonC	protein_coding
FBtr0343321	FBgn0263968	nonC-RB	nonC	protein_coding
FBtr0070973	FBgn0029909	mAChR-C-RA	mAChR-C	protein_coding
FBtr0343323	FBgn0029911	CG14435-RC	CG14435	protein_coding
FBtr0071042	FBgn0029911	CG14435-RA	CG14435	protein_coding
FBtr0070994	FBgn0029912	CG4557-RA	CG4557	protein_coding
FBtr0071041	FBgn0029913	Cht11-RA	Cht11	protein_coding
FBtr0070995	FBgn0029914	CG4558-RA	CG4558	protein_coding
FBtr0300177	FBgn0029914	CG4558-RB	CG4558	protein_coding
FBtr0343322	FBgn0029915	CG14434-RB	CG14434	protein_coding
FBtr0345899	FBgn0029915	CG14434-RC	CG14434	protein_coding
FBtr0071040	FBgn0029915	CG14434-RA	CG14434	protein_coding
FBtr0346094	FBgn0267087	FBtr0346094	CR45531	ncRNA
FBtr0345897	FBgn0263993	CG43736-RK	CG43736	protein_coding
FBtr0345896	FBgn0263993	CG43736-RJ	CG43736	protein_coding
FBtr0345898	FBgn0263993	CG43736-RL	CG43736	protein_coding
FBtr0330264	FBgn0263993	CG43736-RB	CG43736	protein_coding
FBtr0330262	FBgn0263993	CG43736-RD	CG43736	protein_coding
FBtr0330268	FBgn0263993	CG43736-RI	CG43736	protein_coding
FBtr0330261	FBgn0263993	CG43736-RE	CG43736	protein_coding
FBtr0330266	FBgn0263993	CG43736-RF	CG43736	protein_coding
FBtr0330263	FBgn0263993	CG43736-RA	CG43736	protein_coding
FBtr0330265	FBgn0263993	CG43736-RC	CG43736	protein_coding
FBtr0330267	FBgn0263993	CG43736-RG	CG43736	protein_coding
FBtr0304108	FBgn0029922	CG14431-RB	CG14431	protein_coding
FBtr0345906	FBgn0029922	CG14431-RC	CG14431	protein_coding
FBtr0307391	FBgn0029920	FBtr0307391	CR4575	pseudogene
FBtr0071001	FBgn0052733	FBtr0071001	CR32733	pseudogene
FBtr0071039	FBgn0052732	CG32732-RA	CG32732	protein_coding
FBtr0071003	FBgn0029924	CG4586-RA	CG4586	protein_coding
FBtr0071038	FBgn0029925	CG3040-RA	CG3040	protein_coding
FBtr0309873	FBgn0004646	ogre-RC	ogre	protein_coding
